id,ZONE,VRNTNM,SBZNNM,SUBZONE,NTRLDSTRB1,MAP_LABEL,NTRLDSTRBN,BGC_LABEL,VARIANT,ZONE_NAME,HA,UTM_E,UTM_N,ELEV,SOL,REGION
3803,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,29.3,,,,,2C
3804,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,12.4,,,,,2C
3810,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,37.0,,,,,2C
3811,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,0.2,,,,,2C
3812,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,41.2,,,,,2C
3813,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,9.4,,,,,3C
3814,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,70.8,,,,,3C
3815,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,69.2,,,,,3C
3816,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,5.8,,,,,3C
3817,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,6.7,,,,,3C
3821,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,30.3,,,,,3C
3822,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,10.0,,,,,3C
3822,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,9.6,,,,,3C
3823,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,12.2,,,,,3C
3824,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,23.3,,,,,3C
3825,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,9.6,,,,,3C
3825,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,12.8,,,,,3C
3826,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,34.0,,,,,3C
3826,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,3.4,,,,,3C
3827,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,6.6,,,,,3C
3827,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,25.1,,,,,3C
3828,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,32.5,,,,,3C
3829,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,0.1,,,,,3C
3832,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,9.9,,,,,3C
3833,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,32.9,,,,,4C
3833,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,3.6,,,,,4C
3834,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,30.8,,,,,4C
3836,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,15.5,,,,,4C
3837,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,19.3,,,,,4C
3837,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,6.5,,,,,4C
3838,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,7.8,,,,,4C
3838,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,28.7,,,,,4C
3839,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,4.4,,,,,4C
3840,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,3.1,,,,,4C
3843,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,7.1,,,,,4C
3844,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,8.4,,,,,4C
3845,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,31.3,,,,,4C
3846,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,46.0,,,,,4C
3847,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,34.6,,,,,4C
3848,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,23.4,,,,,4C
3848,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,7.3,,,,,4C
3850,CWH,,Dry Maritime,dm,Ecosystems with infrequent stand-initiating events,CWHdm,NDT2,CWH dm,,Coastal Western Hemlock,12.1,,,,,4C
3851,CWH,,Dry Maritime,dm,Ecosystems with infrequent stand-initiating events,CWHdm,NDT2,CWH dm,,Coastal Western Hemlock,38.4,,,,,4C
3855,ESSF,Stein,Moist Warm,mw,Ecosystems with infrequent stand-initiating events,ESSFmw2,NDT2,ESSFmw 2,"2",Engelmann Spruce -- Subalpine Fir,0.2,,,,,1C
3856,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,8.0,,,,,1C
3856,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,28.9,,,,,1C
3857,ESSF,Stein,Moist Warm,mw,Ecosystems with infrequent stand-initiating events,ESSFmw2,NDT2,ESSFmw 2,"2",Engelmann Spruce -- Subalpine Fir,4.0,,,,,1C
3859,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,41.5,,,,,1C
3860,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,0.4,,,,,1C
3861,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,20.5,,,,,1C
3864,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,18.6,,,,,1C
3865,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,28.3,,,,,1C
3866,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,9.0,,,,,1C
3875,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,34.7,,,,,2C
3876,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,19.4,,,,,2C
3880,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,27.0,,,,,2C
3884,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,13.1,,,,,2C
3885,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,60.9,,,,,2C
3890,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,7.6,,,,,2C
3891,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,62.8,,,,,2C
3892,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,37.2,,,,,2C
3893,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,14.3,,,,,2C
3894,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,37.5,,,,,2C
3895,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,12.8,,,,,3C
3896,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,1.5,,,,,3C
3897,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,16.9,,,,,3C
3898,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,11.6,,,,,3C
3903,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,9.2,,,,,3C
3904,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,26.8,,,,,3C
3905,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,10.9,,,,,3C
3906,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,1.6,,,,,3C
3907,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,1.9,,,,,3C
3908,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,30.5,,,,,3C
3909,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,0.0,,,,,3C
3909,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,36.8,,,,,3C
3910,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,37.2,,,,,3C
3910,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,0.0,,,,,3C
3912,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,55.3,,,,,3C
3913,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,20.0,,,,,3C
3915,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,18.8,,,,,4C
3916,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,41.2,,,,,4C
3916,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,3.3,,,,,4C
3917,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,29.7,,,,,4C
3917,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,2.1,,,,,4C
3919,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,0.3,,,,,4C
3923,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,44.6,,,,,4C
3924,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,6.2,,,,,4C
3924,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,32.8,,,,,4C
3925,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,40.8,,,,,4C
3925,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,7.6,,,,,4C
3926,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,50.8,,,,,4C
3927,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,27.3,,,,,4C
3928,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,22.2,,,,,4C
3929,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,41.4,,,,,4C
3930,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,11.5,,,,,4C
3931,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,55.6,,,,,4C
3933,CWH,,Dry Maritime,dm,Ecosystems with infrequent stand-initiating events,CWHdm,NDT2,CWH dm,,Coastal Western Hemlock,28.1,,,,,4C
3938,ESSF,Stein,Moist Warm,mw,Ecosystems with infrequent stand-initiating events,ESSFmw2,NDT2,ESSFmw 2,"2",Engelmann Spruce -- Subalpine Fir,19.4,,,,,1C
3939,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,48.8,,,,,1C
3939,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,0.7,,,,,1C
3941,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,14.6,,,,,1C
3942,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,17.3,,,,,1C
3943,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,17.0,,,,,1C
3944,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,43.0,,,,,1C
3945,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,27.6,,,,,1C
3946,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,0.1,,,,,1C
3947,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,47.1,,,,,1C
3955,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,52.5,,,,,1C
3956,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,20.2,,,,,1C
3957,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,0.8,,,,,2C
3958,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,14.2,,,,,2C
3960,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,28.4,,,,,2C
3961,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,24.8,,,,,2C
3962,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,39.3,,,,,2C
3966,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,50.3,,,,,2C
3967,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,11.5,,,,,2C
3968,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,2.0,,,,,2C
3971,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,5.8,,,,,2C
3972,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,19.2,,,,,2C
3973,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,1.7,,,,,2C
3974,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,15.7,,,,,2C
3974,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,17.7,,,,,2C
3975,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,32.8,,,,,2C
3977,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,0.6,,,,,3C
3978,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,16.0,,,,,3C
3979,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,3.0,,,,,3C
3980,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,10.1,,,,,3C
3981,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,4.4,,,,,3C
3982,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,8.4,,,,,3C
3983,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,21.8,,,,,3C
3984,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,38.4,,,,,3C
3985,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,64.0,,,,,3C
3986,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,28.8,,,,,3C
3987,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,60.3,,,,,3C
3988,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,25.5,,,,,3C
3992,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,49.3,,,,,3C
3992,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,0.6,,,,,3C
3993,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,45.7,,,,,3C
3994,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,47.4,,,,,3C
3995,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,11.4,,,,,3C
3996,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,26.6,,,,,3C
3997,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,5.0,,,,,4C
3998,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,14.7,,,,,4C
3999,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,28.9,,,,,4C
3999,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,7.8,,,,,4C
4000,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,25.4,,,,,4C
4003,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,32.2,,,,,4C
4004,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,10.0,,,,,4C
4004,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,24.6,,,,,4C
4005,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,20.4,,,,,4C
4005,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,0.0,,,,,4C
4006,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,10.3,,,,,4C
4007,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,31.6,,,,,4C
4008,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,44.1,,,,,4C
4013,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,37.5,,,,,4C
4014,CWH,,Dry Maritime,dm,Ecosystems with infrequent stand-initiating events,CWHdm,NDT2,CWH dm,,Coastal Western Hemlock,1.7,,,,,4C
4015,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,23.8,,,,,4C
4019,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,12.0,,,,,1C
4021,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,3.1,,,,,1C
4021,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,28.1,,,,,1C
4022,ESSF,Stein,Moist Warm,mw,Ecosystems with infrequent stand-initiating events,ESSFmw2,NDT2,ESSFmw 2,"2",Engelmann Spruce -- Subalpine Fir,12.1,,,,,1C
