"","scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"57","Arnica angustifolia ssp. angustifolia","(Vahl.) Maguire","","narrow-leaf arnica","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Arnica","Arnica angustifolia","","angustifolia","","native","S5",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:43",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:43",NA,1,"new 2020","unobserved","somewhat out of range? usually in northern BC",234430,"VAS"
"58","Arnica cordifolia","Hook.","","heartleaf arnica","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Arnica","Arnica cordifolia","","","","native","S5 (2015)",NA,"1956-08-07","Vernon C. Brink","UBC","V55449",NA,"2020-10-02","John D Reynolds","iNaturalist","62164205",NA,4,"confirmed","observed","",75569,"VAS"
"59","Arnica gracilis","Rydb.","","slender leopardbane","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Arnica","Arnica gracilis","","","","native","S5 (2000)",NA,"1961-08-19","E.B. Peterson","UBC","V97820",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:45",NA,2,"reported","unobserved","",158686,"VAS"
"60","Arnica lanceolata ssp. prima","Nutt.","(Maguire) Strother & S.J.Wolf","clasping arnica","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Arnica","Arnica lanceolata","","prima","","native","S5? (2015)",NA,"1951-09-11","W. Cottle","UBC","V27388",NA,"2020-08-26","citizen1","iNaturalist","58124893",NA,5,"confirmed","observed","",79623,"VAS"
"61","Arnica latifolia","Bong.","","broadleaf arnica","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Arnica","Arnica latifolia","","","","native","S5 (2015)",NA,"1951-07-21","W. Cottle","UBC","V27389",NA,"2022-10-16","daisyhaus","iNaturalist","139705378",NA,37,"confirmed","observed","",75573,"VAS"
"62","Arnica ovata","Greene","","sticky leaf arnica","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Arnica","Arnica ovata","","","","native","S5 (2015)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:47",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:47",NA,1,"new 2020","unobserved","",75577,"VAS"
"63","Arnica parryi","A. Gray","","nodding arnica","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Arnica","Arnica parryi","","","","native","S5 (2015)",NA,"1912-08-13","John Davidson","UBC","V9224",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:48",NA,2,"reported","unobserved","",75578,"VAS"
"64","Arnica rydbergii","Greene","","subalpine arnica","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Arnica","Arnica rydbergii","","","","native","S5 (2019)",NA,"2019-08-24","Kelly Fretwell","iNaturalist","31817915",NA,"2019-08-24","Kelly Fretwell","iNaturalist","31817915",NA,1,"new 2019","observed","",153042,"VAS"
"65","Artemisia norvegica ssp. saxatilis","Fr.","(Besser) H.M.Hall & Clem.","Norwegian mugwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Artemisia","Artemisia norvegica","","saxatilis","","native","S5 (2015)",NA,"1912-08-01","John Davidson","UBC","V9353",NA,"2021-08-09","Adam Huggins","iNaturalist","90955256",NA,7,"confirmed","observed","",79631,"VAS"
"66","Aruncus dioicus var. acuminatus","(Walter) Fernald","(Douglas ex Hook.) H.Hara","goatsbeard","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rosaceae","",NA,"Aruncus","Aruncus dioicus","","","acuminatus","native","S5 (2015)",NA,"1967-06-04","Pat Warrington","University of Lethbridge","",NA,"2022-08-26","John D Reynolds","iNaturalist","133785584",NA,72,"confirmed","observed","Reported as Aruncus sylvester by Pat Warrington (University of Lethbridge, GBIF 2022 dataset)",80381,"VAS"
"67","Asarum caudatum","Lindl.","","western wild ginger","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Piperales","",NA,"Aristolochiaceae","",NA,"Asarum","Asarum caudatum","","","","native","S5 (2015)",NA,"1960-05-24","L. Orloci","UBC","V90721",NA,"2022-08-11","lauramaypollock","iNaturalist","130434021",NA,33,"confirmed","observed","",52858,"VAS"
"68","Askellia pygmaea","(Richardson) W.A. Weber","","dwarf alpine hawks-beard","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Cichorioideae",NA,"Askellia","Askellia pygmaea","","","","native","S4S5 (2015)",NA,"1965-08-06","B. Fraser","UBC","V158322",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:52",NA,4,"reported","unobserved","UBC & LGL: Crepis nana",76477,"VAS"
"69","Aspidotis densa","(Brack.) Lellinger","","serpentine fern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales","",NA,"Pteridaceae","Cheilanthoideae",NA,"Aspidotis","Aspidotis densa","","","","native","S5 (2015)",NA,"1993-05-24","Terry Taylor","RBCM","V182028",NA,"2022-05-31","Steve Ansell","iNaturalist","119830405",NA,11,"confirmed","observed","",63868,"VAS"
"70","Asplenium trichomanes","L.","","maidenhair spleenwort","Plantae","Tracheophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales","",NA,"Aspleniaceae","",NA,"Asplenium","Asplenium trichomanes","","","","native","S5 (2020)",NA,"1946-04-13","Thomas M.C. Taylor","UBC","V51390",NA,"2022-12-04","Ben Keen","iNaturalist","143685643",NA,79,"confirmed","observed","",75609,"VAS"
"71","Athyrium distentifolium ssp. americanum","Tausch ex Opiz","(Butters) Hultén","American alpine lady fern","Plantae","Tracheophyta","Angiospermae",NA,"Polypodiopsida","","","Polypodiales","",NA,"Athyriaceae","",NA,"Athyrium","Athyrium distentifolium","","americanum","","native","S5 (2015)",NA,"1960-08-16","E.B. Peterson","UBC","V100639",NA,"2021-08-06","Stephen Hui","iNaturalist","90265313",NA,9,"confirmed","observed","UBC: Athyrium alpestre subsp. americanum",80451,"VAS"
"72","Athyrium filix-femina var. cyclosorum","(L.) Roth","Rupr.","lady fern","Plantae","Tracheophyta","Angiospermae",NA,"Polypodiopsida","","","Polypodiales","",NA,"Athyriaceae","",NA,"Athyrium","Athyrium filix-femina","","","cyclosorum","native","S5 (2015)",NA,"1951-08-02","M.R. Jackson","UBC","V47534",NA,"2022-09-10","jessiemcfadden","iNaturalist","135292274",NA,134,"confirmed","observed","",52669,"VAS"
"73","Barbarea orthoceras","Ledeb.","","American yellowrocket","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Brassicales","",NA,"Brassicaceae","",NA,"Barbarea","Barbarea orthoceras","","","","native","S5 (2015)",NA,"1961-05-25","Katherine I. Beamish, Freek Vrugtman","UBC","V101048",NA,"2021-05-19","eschott","iNaturalist","81660785",NA,10,"confirmed","observed","",52976,"VAS"
"74","Berberis aquifolium","Pursh","","oregon-grape","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ranunculales","",NA,"Berberidaceae","Berberidoideae",NA,"Berberis","Berberis aquifolium","","","","native","S5 (2015)",NA,"2013-04-20","hillanddale","iNaturalist","9532805",NA,"2022-11-26","spea","iNaturalist","142959693",NA,45,"confirmed","observed","",126887,"VAS"
"75","Berberis nervosa","Pursh","","dull oregon-grape","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ranunculales","",NA,"Berberidaceae","Berberidoideae",NA,"Berberis","Berberis nervosa","","","","native","S5 (2000)",NA,"1967-06-24","P. Warrington","University of Lethbridge","",NA,"2022-12-01","sandragon749","iNaturalist","143502101",NA,233,"confirmed","observed","",75756,"VAS"
"76","Betula glandulosa","Michx.","","dwarf resin birch","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fagales","",NA,"Betulaceae","",NA,"Betula","Betula glandulosa","","","","native","S5 (2015)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:60",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:60",NA,1,"new 2020","unobserved","",75763,"VAS"
"77","Betula papyrifera","Marshall","","paper birch","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fagales","",NA,"Betulaceae","",NA,"Betula","Betula papyrifera","","","","native","S4 (2001)",NA,"1961-05-25","Katherine I. Beamish, Freek Vrugtman","UBC","V136540",NA,"2022-01-18","linneamargaret","iNaturalist","105226986",NA,11,"confirmed","observed","Includes Betula papyrifera var. commutata (UBC: V136540) and Betula papyrifera var. papyrifera",49883,"VAS"
"78","Bidens amplissima","Greene","","Vancouver Island beggarticks","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Bidens","Bidens amplissima","","","","native","S3 (2015)",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:18",NA,"2021-08-28","Chloe and Trevor Van Loon","iNaturalist","93188625",NA,7,"confirmed","observed","",159233,"VAS"
"79","Bidens cernua","L.","","nodding beggarticks","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Bidens","Bidens cernua","","","","native","S5 (2015)",NA,"2022-09-05","Roslyn","iNaturalist","133860655",NA,"2022-09-05","Roslyn","iNaturalist","133860655",NA,1,"new 2022","observed","",75765,"VAS"
"80","Bistorta vivipara","(L.) Delarbre","","alpine bistort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Polygonaceae","",NA,"Bistorta","Bistorta vivipara","","","","native","S5 (2015)",NA,"1913-08-03","W. Taylor","UBC","V47384",NA,"1917-08-10","John Davidson","UBC","V35634",NA,2,"reported","unobserved","",130545,"VAS"
"81","Boechera calderi","(G. A. Mulligan) Windham & Al-Shehbaz","","Calder's suncress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Brassicales","",NA,"Brassicaceae","",NA,"Boechera","Boechera calderi","","","","native","S5 (2019)",NA,"1926-10-08","George Hardy","RBCM","V008032",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:63",NA,5,"reported","unobserved","",75780,"VAS"
"82","Boechera lyallii","(S. Watson) Dorn","","Lyall's rockcress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Brassicales","",NA,"Brassicaceae","",NA,"Boechera","Boechera lyallii","","","","native","S5 (2015)",NA,"1913-08-01","John Davidson","UBC","V64033",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:64",NA,5,"reported","unobserved","RBCM:  Garibaldi PP Panorama Ridge",75799,"VAS"
"83","Boechera stricta","(Graham) Al-Shehbaz","","drummond's rockcress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Brassicales","",NA,"Brassicaceae","",NA,"Boechera","Boechera stricta","","","","native","S5 (2015)",NA,"1926-08-01","George Hardy","RBCM","V008031",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:65",NA,5,"reported","unobserved","",75824,"VAS"
"84","Bolboschoenus fluviatilis","(Torr.) Soják","","river bulrush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Bolboschoenus","Bolboschoenus fluviatilis","","","","native","S2S3 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:66",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:66",NA,1,"new 2020","unobserved","",64228,"VAS"
"85","Bolboschoenus maritimus ssp. paludosus","(L.) Palla","(A.Nelson) T.Koyama","seacoast bulrush alkali marsh","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Bolboschoenus","Bolboschoenus maritimus","","paludosus","","native","S1 (2015)",NA,"2007-08-19","Frank Lomer","UBC","V233607",NA,"2021-08-28","Chloe and Trevor Van Loon","iNaturalist","93953926",NA,5,"confirmed","observed","Reported as: Scirpus paludosus",79646,"VAS"
"86","Botrychium lanceolatum","(Gmel.)","","triangle moonwort","Plantae","Tracheophyta","",NA,"Polypodiopsida","Ophioglossidae","","Ophioglossales","",NA,"Ophioglossaceae","Botrychioideae",NA,"Botrychium","Botrychium lanceolatum","","","","native","S4S5 (2019)",NA,"1963-05-17","Thomas M.C. Taylor, F. Lang","UBC","V101056",NA,"2022-09-11","Steve Ansell","iNaturalist","134950196",NA,10,"confirmed","observed","UBC: Squamish",1002058,"VAS"
"87","Botrychium neolunaria","Stensvold & Farrar","","North American moonwort","Plantae","Tracheophyta","",NA,"Polypodiopsida","Ophioglossidae","","Ophioglossales","",NA,"Ophioglossaceae","Botrychioideae",NA,"Botrychium","Botrychium neolunaria","","","","native","S5 (2019)",NA,"1965-01-01","B. Fraser","UBC","V161026",NA,"1965-01-01","B. Fraser","UBC","V161026",NA,1,"reported","unobserved","Reported as Botrychium lunaria by B. Fraser (UBC: V161026)",502412,"VAS"
"88","Botrychium simplex","E.Hitchc.","","little grapefern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Ophioglossidae","","Ophioglossales","",NA,"Ophioglossaceae","Botrychioideae",NA,"Botrychium","Botrychium simplex","","","","native","S4? (2019)",NA,"2021-07-17","Steve Ansell","iNaturalist","87436335",NA,"2022-07-25","Dawn Hanna","iNaturalist","127917162",NA,3,"new 2021","observed","",75852,"VAS"
"89","Botrychium spathulatum","W.H. Wagner","","spoon-shaped moonwort","Plantae","Tracheophyta","",NA,"Polypodiopsida","Ophioglossidae","","Ophioglossales","",NA,"Ophioglossaceae","Botrychioideae",NA,"Botrychium","Botrychium spathulatum","","","","native","S3S4 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:69",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:69",NA,1,"new 2020","unobserved","",159341,"VAS"
"90","Botrypus virginianus","(L.) Michx.","","rattlesnake fern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Ophioglossidae","","Ophioglossales","",NA,"Ophioglossaceae","",NA,"Botrypus","Botrypus virginianus","","","","native","S4S5 (2015",NA,"1960-08-15","L. Orloci","UBC","V90717",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:70",NA,3,"reported","unobserved","",75855,"VAS"
"91","Boykinia occidentalis","Torr. & A. Gray","","coastal brookfoam","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Boykinia","Boykinia occidentalis","","","","native","S5 (2015)",NA,"2017-07-26","Adam Huggins","iNaturalist","7243349",NA,"2021-09-18","Kate McKeown","iNaturalist","98938943",NA,8,"new 2017","observed","",68213,"VAS"
"92","Brasenia schreberi","J.F. Gmel.","","watershield","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Nymphaeales","",NA,"Cabombaceae","",NA,"Brasenia","Brasenia schreberi","","","","native","S5 (2015)",NA,"2018-09-06","Ben Keen","iNaturalist","16276550",NA,"2022-06-14","Bettina Harvey","iNaturalist","121836402",NA,10,"new 2018","observed","",75867,"VAS"
"93","Brewerimitella breweri","(A.Gray) R.A.Folk & Y.Okuyama","","Brewer's mitrewort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Brewerimitella","Brewerimitella breweri","","","","native","S4S5 (2015)",NA,"1913-07-30","A. E. Baggs","UBC","V47146",NA,"2020-08-26","citizen1","iNaturalist","58125326",NA,8,"confirmed","observed","UBC:  Garibaldi PP between Garibaldi & Lesser Garibaldi Lakes",1424142,"VAS"
"94","Brodiaea coronaria","(Salisb.) Engl","","crown brodiaea","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Asparagaceae","Brodiaeoideae",NA,"Brodiaea","Brodiaea coronaria","","","","native","S3S4 (2015)",NA,"1975-07-06","Golden Stanley","RBCM","V083598",NA,"2022-07-24","Claude Nozères","iNaturalist","131105544",NA,20,"confirmed","observed","RBCM:  Gibsons",57126,"VAS"
"95","Bromus carinatus","Hook. & Arn.","","California brome","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooidiae",NA,"Bromus","Bromus carinatus","","","","native","S5 (2015)",NA,"2006-05-27","Jeffery M. Saarela","","06-JMS-0504",NA,"2021-07-01","Ben Keen","iNaturalist","85280951",NA,6,"confirmed","observed","Reported as: B. carinatus var. marginatus and B. marginatus",52700,"VAS"
"96","Bromus marginatus","Nees ex Steud.","","mountain brome","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooidiae",NA,"Bromus","Bromus marginatus","","","","native","S5 (2020)",NA,"1938-08-09","John Eastham","RBCM","V011304",NA,"1938-08-09","John Eastham","RBCM","V011304",NA,1,"reported","unobserved","",159467,"VAS"
"97","Bromus racemosus","L.","","bald brome","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooidiae",NA,"Bromus","Bromus racemosus","","","","native","SNA (2000)",NA,"2015-05-30","Frank Lomer","UBC","V246599",NA,"2015-05-30","Frank Lomer","UBC","V246599",NA,1,"reported","unobserved","",75909,"VAS"
"98","Bromus sitchensis","Trin.","","Sitka brome","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooideae",NA,"Bromus","Bromus sitchensis","","","","native","S5 (2015)",NA,"1967-06-19","Anthony Harrison","RBCM","V066354",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:75",NA,2,"reported","unobserved","iNat: needs i.d.",75912,"VAS"
