"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences","latitude","longitude"
"Geranium robertianum","L.",55925,"Plantae","Tracheophyta","Magnoliopsida","Geraniales","",NA,"Geraniaceae","Geranium",NA,"Geranium robertianum","","species","iNaturalist","Observations","78429217","","https://www.inaturalist.org/observations/78429217","jmclatchie","",NA,"2021-05-11",2021,5,11,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"jmclatchie",NA,NA,NA,NA,NA,49.341,-123.25
"Geum macrophyllum","Willd.",77266,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,"Rosaceae","Geum",NA,"Geum macrophyllum","","species","iNaturalist","Observations","44550235","","https://www.inaturalist.org/observations/44550235","John D Reynolds","",NA,"2020-04-30",2020,4,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",7,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.341,-123.25
"Geum macrophyllum","Willd.",77266,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,"Rosaceae","Geum",NA,"Geum macrophyllum","","species","iNaturalist","Observations","72198247","","https://www.inaturalist.org/observations/72198247","John D Reynolds","",NA,"2021-03-26",2021,3,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.341,-123.25
"Goodyera oblongifolia","Raf.",50719,"Plantae","Tracheophyta","Liliopsida","Asparagales","",NA,"Orchidaceae","Goodyera",NA,"Goodyera oblongifolia","","species","iNaturalist","Observations","108055694","","https://www.inaturalist.org/observations/108055694","Catherine","",NA,"2022-03-05",2022,3,5,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",488,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Catherine",NA,NA,NA,NA,NA,49.341,-123.25
"Hedera helix","L.",55882,"Plantae","Tracheophyta","Magnoliopsida","Apiales","",NA,"Araliaceae","Hedera",NA,"Hedera helix","","species","iNaturalist","Observations","98260522","","https://www.inaturalist.org/observations/98260522","Steven Hayward","",NA,"2021-10-14",2021,10,14,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",9,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","SNA (2000)",NA,"Steven Hayward",NA,NA,NA,NA,NA,49.341,-123.25
"Hedera helix","L.",55882,"Plantae","Tracheophyta","Magnoliopsida","Apiales","",NA,"Araliaceae","Hedera",NA,"Hedera helix","","species","iNaturalist","Observations","97739933","","https://www.inaturalist.org/observations/97739933","Steven Hayward","",NA,"2021-10-09",2021,10,9,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",65,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","SNA (2000)",NA,"Steven Hayward",NA,NA,NA,NA,NA,49.341,-123.25
"Hesperis matronalis","L.",47697,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","",NA,"Brassicaceae","Hesperis",NA,"Hesperis matronalis","","species","iNaturalist","Observations","142588185","","https://www.inaturalist.org/observations/142588185","David Hanam","",NA,"2022-06-05",2022,6,5,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"David Hanam",NA,NA,NA,NA,NA,49.341,-123.25
"Ilex aquifolium","L.",53856,"Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","",NA,"Aquifoliaceae","Ilex",NA,"Ilex aquifolium","","species","UWBM","Plants","173156","","","Peter F. Zika","",NA,"2007-11-13",2007,11,13,"PRESERVED_SPECIMEN","Above Marine Drive, near Clovelly Road, above the north shore of English Bay.",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"",NA,NA,NA,NA,NA,49.341,-123.25
"Ilex aquifolium","L.",53856,"Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","",NA,"Aquifoliaceae","Ilex",NA,"Ilex aquifolium","","species","iNaturalist","Observations","108350122","","https://www.inaturalist.org/observations/108350122","John D Reynolds","",NA,"2022-03-08",2022,3,8,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.341,-123.25
"Ilex aquifolium","L.",53856,"Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","",NA,"Aquifoliaceae","Ilex",NA,"Ilex aquifolium","","species","iNaturalist","Observations","72198168","","https://www.inaturalist.org/observations/72198168","John D Reynolds","",NA,"2021-03-26",2021,3,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.341,-123.25
"Ilex aquifolium","L.",53856,"Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","",NA,"Aquifoliaceae","Ilex",NA,"Ilex aquifolium","","species","CPNWH","","2501367","","33c70b44-d3c5-433f-a6b3-a08b0ed8a9ad","Peter F. Zika","368799",NA,"2007-11-13",2007,11,13,"OCCURRENCE","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"",NA,NA,NA,NA,NA,49.341,-123.25
"Ilex aquifolium","L.",53856,"Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","",NA,"Aquifoliaceae","Ilex",NA,"Ilex aquifolium","","species","iNaturalist","Observations","142491017","","https://www.inaturalist.org/observations/142491017","Guerric Haché","",NA,"2022-11-20",2022,11,20,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"Guerric Haché",NA,NA,NA,NA,NA,49.341,-123.25
"Ilex aquifolium","L.",53856,"Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","",NA,"Aquifoliaceae","Ilex",NA,"Ilex aquifolium","","species","iNaturalist","Observations","71236801","","https://www.inaturalist.org/observations/71236801","John D Reynolds","",NA,"2021-03-12",2021,3,12,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",9,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.341,-123.25
"Ilex aquifolium","L.",53856,"Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","",NA,"Aquifoliaceae","Ilex",NA,"Ilex aquifolium","","species","iNaturalist","Observations","98260527","","https://www.inaturalist.org/observations/98260527","Steven Hayward","",NA,"2021-10-14",2021,10,14,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",9,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"Steven Hayward",NA,NA,NA,NA,NA,49.341,-123.25
"Ilex aquifolium","L.",53856,"Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","",NA,"Aquifoliaceae","Ilex",NA,"Ilex aquifolium","","species","iNaturalist","Observations","72198173","","https://www.inaturalist.org/observations/72198173","John D Reynolds","",NA,"2021-03-26",2021,3,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",8,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.341,-123.25
"Ilex aquifolium","L.",53856,"Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","",NA,"Aquifoliaceae","Ilex",NA,"Ilex aquifolium","","species","iNaturalist","Observations","142490513","","https://www.inaturalist.org/observations/142490513","Guerric Haché","",NA,"2022-11-20",2022,11,20,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"Guerric Haché",NA,NA,NA,NA,NA,49.341,-123.25
"Lamium galeobdolon","(L.) Crantz",204339,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,"Lamiaceae","Lamium",NA,"Lamium galeobdolon","argentatum","species","iNaturalist","Observations","45028711","","https://www.inaturalist.org/observations/45028711","hkblair","",NA,"2020-05-05",2020,5,5,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",12,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2007)",NA,"Alex Abair",NA,NA,NA,NA,NA,49.341,-123.25
"Lapsana communis","L.",55981,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Lapsana",NA,"Lapsana communis","","species","iNaturalist","Observations","71250920","","https://www.inaturalist.org/observations/71250920","John D Reynolds","",NA,"2021-03-12",2021,3,12,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",6,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.341,-123.25
"Lapsana communis","L.",55981,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Lapsana",NA,"Lapsana communis","","species","iNaturalist","Observations","143247002","","https://www.inaturalist.org/observations/143247002","hnormi01","",NA,"2022-11-13",2022,11,13,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",1,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"hnormi01",NA,NA,NA,NA,NA,49.341,-123.25
"Lysichiton americanus","Hultén & H.St.John",48537,"Plantae","Tracheophyta","Liliopsida","Alismatales","",NA,"Araceae","Lysichiton",NA,"Lysichiton americanus","","species","iNaturalist","Observations","110337315","","https://www.inaturalist.org/observations/110337315","smcd","",NA,"2022-04-03",2022,4,3,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",6,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Spencer Quayle",NA,NA,NA,NA,NA,49.341,-123.25
"Lysimachia latifolia","(Hook.) Cholewa",496537,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Primulaceae","Lysimachia",NA,"Lysimachia latifolia","","species","iNaturalist","Observations","98260525","","https://www.inaturalist.org/observations/98260525","Steven Hayward","",NA,"2021-10-14",2021,10,14,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",33,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4S5 (2015)",NA,"Steven Hayward",NA,NA,NA,NA,NA,49.341,-123.25
"Lysimachia latifolia","(Hook.) Cholewa",496537,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Primulaceae","Lysimachia",NA,"Lysimachia latifolia","","species","iNaturalist","Observations","128028164","","https://www.inaturalist.org/observations/128028164","bobcurry","",NA,"2022-05-26",2022,5,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4S5 (2015)",NA,"bobcurry",NA,NA,NA,NA,NA,49.341,-123.25
"Lysimachia latifolia","(Hook.) Cholewa",496537,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Primulaceae","Lysimachia",NA,"Lysimachia latifolia","","species","iNaturalist","Observations","142490946","","https://www.inaturalist.org/observations/142490946","Guerric Haché","",NA,"2022-11-20",2022,11,20,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4S5 (2015)",NA,"Guerric Haché",NA,NA,NA,NA,NA,49.341,-123.25
"Lysimachia latifolia","(Hook.) Cholewa",496537,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Primulaceae","Lysimachia",NA,"Lysimachia latifolia","","species","iNaturalist","Observations","78429230","","https://www.inaturalist.org/observations/78429230","jmclatchie","",NA,"2021-05-11",2021,5,11,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4S5 (2015)",NA,"jmclatchie",NA,NA,NA,NA,NA,49.341,-123.25
"Lysimachia latifolia","(Hook.) Cholewa",496537,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Primulaceae","Lysimachia",NA,"Lysimachia latifolia","","species","iNaturalist","Observations","116784133","","https://www.inaturalist.org/observations/116784133","smcd","",NA,"2022-05-11",2022,5,11,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",16,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4S5 (2015)",NA,"smcd",NA,NA,NA,NA,NA,49.341,-123.25
"Lysimachia latifolia","(Hook.) Cholewa",496537,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Primulaceae","Lysimachia",NA,"Lysimachia latifolia","","species","iNaturalist","Observations","119902426","","https://www.inaturalist.org/observations/119902426","bobcurry","",NA,"2022-05-26",2022,5,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4S5 (2015)",NA,"",NA,NA,NA,NA,NA,49.341,-123.25
"Maianthemum dilatatum","(Alph. Wood) A. Nelson & J.F. Macbr.",63939,"Plantae","Tracheophyta","Liliopsida","Asparagales","",NA,"Asparagaceae","Maianthemum",NA,"Maianthemum dilatatum","","species","iNaturalist","Observations","128507800","","https://www.inaturalist.org/observations/128507800","bobcurry","",NA,"2022-05-26",2022,5,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"bobcurry",NA,NA,NA,NA,NA,49.341,-123.25
"Maianthemum dilatatum","(Alph. Wood) A. Nelson & J.F. Macbr.",63939,"Plantae","Tracheophyta","Liliopsida","Asparagales","",NA,"Asparagaceae","Maianthemum",NA,"Maianthemum dilatatum","","species","iNaturalist","Observations","119902238","","https://www.inaturalist.org/observations/119902238","bobcurry","",NA,"2022-05-26",2022,5,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"bobcurry",NA,NA,NA,NA,NA,49.341,-123.25
"Maianthemum dilatatum","(Alph. Wood) A. Nelson & J.F. Macbr.",63939,"Plantae","Tracheophyta","Liliopsida","Asparagales","",NA,"Asparagaceae","Maianthemum",NA,"Maianthemum dilatatum","","species","iNaturalist","Observations","118093822","","https://www.inaturalist.org/observations/118093822","hkblair","",NA,"2022-05-21",2022,5,21,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",35,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"hkblair",NA,NA,NA,NA,NA,49.341,-123.25
"Maianthemum dilatatum","(Alph. Wood) A. Nelson & J.F. Macbr.",63939,"Plantae","Tracheophyta","Liliopsida","Asparagales","",NA,"Asparagaceae","Maianthemum",NA,"Maianthemum dilatatum","","species","iNaturalist","Observations","110184570","","https://www.inaturalist.org/observations/110184570","ygulbot","",NA,"2022-04-02",2022,4,2,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",9,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"ygulbot",NA,NA,NA,NA,NA,49.341,-123.25
"Maianthemum dilatatum","(Alph. Wood) A. Nelson & J.F. Macbr.",63939,"Plantae","Tracheophyta","Liliopsida","Asparagales","",NA,"Asparagaceae","Maianthemum",NA,"Maianthemum dilatatum","","species","iNaturalist","Observations","72204720","","https://www.inaturalist.org/observations/72204720","John D Reynolds","",NA,"2021-03-26",2021,3,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",9,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.341,-123.25
"Micranthes ferruginea","(Graham) Brouillet & Gornall",78024,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales","",NA,"Saxifragaceae","Micranthes",NA,"Micranthes ferruginea","","species","iNaturalist","Observations","72204010","","https://www.inaturalist.org/observations/72204010","John D Reynolds","",NA,"2021-03-26",2021,3,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.341,-123.25
"Montia parvifolia","(Moc. ex DC.) Greene",78123,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","",NA,"Montiaceae","Montia",NA,"Montia parvifolia","","species","iNaturalist","Observations","122083528","","https://www.inaturalist.org/observations/122083528","Cole Gaerber","",NA,"2022-06-12",2022,6,12,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Cole Gaerber",NA,NA,NA,NA,NA,49.341,-123.25
"Montia parvifolia","(Moc. ex DC.) Greene",78123,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","",NA,"Montiaceae","Montia",NA,"Montia parvifolia","","species","iNaturalist","Observations","122083531","","https://www.inaturalist.org/observations/122083531","Cole Gaerber","",NA,"2022-06-12",2022,6,12,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Cole Gaerber",NA,NA,NA,NA,NA,49.341,-123.25
"Mycelis muralis","(L.) Dumort.",48543,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Mycelis",NA,"Mycelis muralis","","species","iNaturalist","Observations","72204699","","https://www.inaturalist.org/observations/72204699","John D Reynolds","",NA,"2021-03-26",2021,3,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",6,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2006)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.341,-123.25
"Mycelis muralis","(L.) Dumort.",48543,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Mycelis",NA,"Mycelis muralis","","species","iNaturalist","Observations","72204693","","https://www.inaturalist.org/observations/72204693","John D Reynolds","",NA,"2021-03-26",2021,3,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",8,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2006)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.341,-123.25
"Mycelis muralis","(L.) Dumort.",48543,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Mycelis",NA,"Mycelis muralis","","species","iNaturalist","Observations","97739891","","https://www.inaturalist.org/observations/97739891","Steven Hayward","",NA,"2021-10-09",2021,10,9,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2006)",NA,"Steven Hayward",NA,NA,NA,NA,NA,49.341,-123.25
"Mycelis muralis","(L.) Dumort.",48543,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Mycelis",NA,"Mycelis muralis","","species","iNaturalist","Observations","142490629","","https://www.inaturalist.org/observations/142490629","Guerric Haché","",NA,"2022-11-20",2022,11,20,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2006)",NA,"Guerric Haché",NA,NA,NA,NA,NA,49.341,-123.25
"Mycelis muralis","(L.) Dumort.",48543,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Mycelis",NA,"Mycelis muralis","","species","iNaturalist","Observations","77935498","","https://www.inaturalist.org/observations/77935498","JD Cottier","",NA,"2021-05-08",2021,5,8,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",37,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2006)",NA,"JD Cottier",NA,NA,NA,NA,NA,49.341,-123.25
"Mycelis muralis","(L.) Dumort.",48543,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Mycelis",NA,"Mycelis muralis","","species","iNaturalist","Observations","72204692","","https://www.inaturalist.org/observations/72204692","John D Reynolds","",NA,"2021-03-26",2021,3,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2006)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.341,-123.25
"Osmorhiza berteroi","DC.",53166,"Plantae","Tracheophyta","Magnoliopsida","Apiales","",NA,"Apiaceae","Osmorhiza",NA,"Osmorhiza berteroi","","species","iNaturalist","Observations","72974313","","https://www.inaturalist.org/observations/72974313","Taylor Justason","",NA,"2021-04-04",2021,4,4,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Taylor Justason",NA,NA,NA,NA,NA,49.341,-123.25
"Oxalis oregana","Nutt.",47757,"Plantae","Tracheophyta","Magnoliopsida","Oxalidales","",NA,"Oxalidaceae","Oxalis",NA,"Oxalis oregana","","species","iNaturalist","Observations","29675364","","https://www.inaturalist.org/observations/29675364","charley","",NA,"2019-07-27",2019,7,27,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",10,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3 (2019)",NA,"charley",NA,NA,NA,NA,NA,49.341,-123.25
"Oxalis oregana","Nutt.",47757,"Plantae","Tracheophyta","Magnoliopsida","Oxalidales","",NA,"Oxalidaceae","Oxalis",NA,"Oxalis oregana","","species","iNaturalist","Observations","118066957","","https://www.inaturalist.org/observations/118066957","Catherine","",NA,"2022-05-21",2022,5,21,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3 (2019)",NA,"Catherine",NA,NA,NA,NA,NA,49.341,-123.25
"Paxistima myrsinites","(Pursh.) Raf.",63893,"Plantae","Tracheophyta","Magnoliopsida","Celastrales","",NA,"Celastraceae","Paxistima",NA,"Paxistima myrsinites","","species","","","ERM1189","","KX677008","E.R. Manton","",NA,"2012-05-02",2012,5,2,"PRESERVED_SPECIMEN","British Columbia, Greater Vancouver Regional District, West Vancouver, Lighthouse Park",NA,NA,"","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Erin R. Manton",NA,NA,NA,NA,NA,49.341,-123.25
"Paxistima myrsinites","(Pursh.) Raf.",63893,"Plantae","Tracheophyta","Magnoliopsida","Celastrales","",NA,"Celastraceae","Paxistima",NA,"Paxistima myrsinites","","species","","","V238869","","http://bins.boldsystems.org/index.php/Public_RecordView?processid=VPSBC1192-13","E.R. Manton","",NA,"2012-05-02",2012,5,2,"MATERIAL_SAMPLE","Greater Vancouver Regional District, West Vancouver, Lighthouse Park",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Erin R. Manton",NA,NA,NA,NA,NA,49.341,-123.25
"Paxistima myrsinites","(Pursh.) Raf.",63893,"Plantae","Tracheophyta","Magnoliopsida","Celastrales","",NA,"Celastraceae","Paxistima",NA,"Paxistima myrsinites","","species","UBC","UBCVascular","V238869","","7C206171-A064-4441-9C52-546BB4376EFE","Erin R. Manton, A. van der Linde","1189",NA,"2012-05-02",2012,5,2,"PRESERVED_SPECIMEN","Greater Vancouver Regional District, West Vancouver, Lighthouse Park",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Erin R. Manton",NA,NA,NA,NA,NA,49.341,-123.25
"Pinus contorta var. contorta","Douglas",80130,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Pinus",NA,"Pinus contorta","contorta","varietas","iNaturalist","Observations","108055695","","https://www.inaturalist.org/observations/108055695","Catherine","",NA,"2022-03-05",2022,3,5,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",488,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Caleb Catto",NA,NA,NA,NA,NA,49.341,-123.25
"Plantago major","L.",58961,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,"Plantaginaceae","Plantago",NA,"Plantago major","","species","iNaturalist","Observations","44550268","","https://www.inaturalist.org/observations/44550268","John D Reynolds","",NA,"2020-04-30",2020,4,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",7,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.341,-123.25
"Plectritis congesta","(Lindl.) DC.",57786,"Plantae","Tracheophyta","Magnoliopsida","Dipsacales","",NA,"Caprifoliaceae","Plectritis",NA,"Plectritis congesta","","species","iNaturalist","Observations","75491485","","https://www.inaturalist.org/observations/75491485","Steve Ansell","",NA,"2021-04-26",2021,4,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",100,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Steve Ansell",NA,NA,NA,NA,NA,49.341,-123.25
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","98260530","","https://www.inaturalist.org/observations/98260530","Steven Hayward","",NA,"2021-10-14",2021,10,14,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",987,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Steven Hayward",NA,NA,NA,NA,NA,49.341,-123.25
"Polypodium glycyrrhiza","D.C. Eaton",55104,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Polypodiaceae","Polypodium",NA,"Polypodium glycyrrhiza","","species","iNaturalist","Observations","108350113","","https://www.inaturalist.org/observations/108350113","John D Reynolds","",NA,"2022-03-08",2022,3,8,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.341,-123.25
